Order ID,Product,Category,Price,Quantity,Customer Region,Order Date
1001323,Keyboard,Office Supplies,707.85,5,North,2023-05-14
1000648,Monitor,Accessories,433.19,5,East,2023-05-05
1000805,Laptop,Office Supplies,336.73,9,South,2023-06-21
1004311,Mouse,Accessories,674.04,7,South,2023-09-30
1003211,Smartphone,Office Supplies,1136.95,9,North,2023-12-29
1000471,Keyboard,Office Supplies,1485.99,6,North,2023-05-02
1003909,Monitor,Electronics,1036.65,4,North,2023-07-19
1000098,Keyboard,Accessories,1408.95,1,West,2023-04-26
1001529,Laptop,Electronics,1319.14,7,East,2023-11-27
1000212,Printer,Accessories,1143.92,2,South,2023-10-27
1001967,Printer,Electronics,187.26,3,South,2023-07-28
1000121,Laptop,Office Supplies,855.48,3,West,2023-12-03
1000182,Headphones,Electronics,954.83,3,North,2023-07-07
1002573,Smartphone,Electronics,130.71,7,West,2023-08-30
1001497,Keyboard,Accessories,359.71,6,West,2023-02-04
1003671,Smartphone,Accessories,730.94,5,East,2023-11-10
1002338,Smartphone,Electronics,525.62,5,South,2023-09-21
1002649,Smartphone,Accessories,1470.29,8,South,2023-02-14
1002919,Laptop,Office Supplies,413.46,6,West,2023-04-18
1003763,Laptop,Electronics,1399.68,6,North,2023-02-01
1003987,Printer,Office Supplies,796.53,2,North,2023-02-11
1000322,Monitor,Accessories,646.55,7,South,2023-04-19
1000467,Printer,Accessories,1108.54,5,North,2023-12-20
1000676,Printer,Accessories,649.74,1,South,2023-09-08
1000575,Printer,Accessories,691.87,1,East,2023-01-19
1003621,Keyboard,Electronics,379.41,6,East,2023-12-24
1003464,Printer,Electronics,1034.91,6,North,2023-08-01
1000158,Monitor,Office Supplies,1411.79,5,North,2023-10-29
1003644,Monitor,Accessories,324.02,9,South,2023-08-10
1001584,Printer,Office Supplies,661.72,1,North,2023-03-19
1000309,Monitor,Office Supplies,651.41,3,West,2023-09-27
1001359,Mouse,Electronics,774.1,8,West,2023-11-17
1004148,Smartphone,Accessories,301.1,9,South,2023-03-03
1003632,Smartphone,Electronics,1052.0,2,North,2023-06-24
1001848,Mouse,Accessories,242.6,5,East,2023-07-01
1004387,Mouse,Electronics,285.03,1,North,2023-09-29
1000026,Laptop,Accessories,942.88,8,West,2023-08-13
1002014,Printer,Accessories,937.04,2,South,2023-01-25
1002487,Headphones,Accessories,945.44,3,East,2023-04-14
1003298,Smartphone,Electronics,518.77,7,West,2023-05-11
1002873,Keyboard,Accessories,278.29,8,North,2023-09-16
1000299,Headphones,Electronics,335.52,2,North,2023-03-04
1004066,Laptop,Accessories,592.15,6,South,2023-11-03
1001269,Laptop,Office Supplies,557.88,8,East,2023-08-10
1001055,Smartphone,Electronics,474.52,1,West,2023-01-09
1001412,Mouse,Accessories,1454.67,8,South,2023-12-18
1003153,Monitor,Office Supplies,933.68,6,South,2023-03-09
1000196,Monitor,Accessories,716.41,7,North,2023-12-08
1004353,Keyboard,Accessories,742.49,8,East,2023-07-29
1000678,Smartphone,Office Supplies,223.77,3,West,2023-04-26
1001680,Mouse,Office Supplies,185.2,5,South,2023-01-13
1003336,Laptop,Electronics,1051.54,7,West,2023-03-31
1001532,Keyboard,Office Supplies,103.51,5,East,2023-03-30
1003753,Printer,Electronics,329.88,5,South,2023-09-20
1000083,Printer,Office Supplies,1360.06,8,East,2023-12-07
1001692,Laptop,Office Supplies,938.91,8,South,2023-08-05
1000418,Smartphone,Electronics,1476.96,6,North,2023-01-10
1003797,Mouse,Electronics,984.26,7,North,2023-11-08
1003776,Mouse,Office Supplies,1090.17,9,North,2023-05-15
1003270,Headphones,Electronics,435.29,9,West,2023-05-06
1003513,Mouse,Accessories,981.85,7,West,2023-12-04
1004390,Mouse,Office Supplies,899.77,4,East,2023-04-26
1000981,Laptop,Accessories,465.42,7,West,2023-11-15
1001026,Keyboard,Electronics,607.53,5,East,2023-05-12
1002514,Headphones,Accessories,1154.34,4,South,2023-09-20
1002115,Headphones,Office Supplies,257.76,6,East,2023-11-15
1001518,Headphones,Office Supplies,633.46,7,South,2023-11-22
1004002,Headphones,Accessories,1461.15,3,South,2023-08-09
1000461,Smartphone,Office Supplies,219.31,5,South,2023-05-25
1003558,Printer,Office Supplies,847.66,5,South,2023-11-22
1003921,Mouse,Electronics,1497.76,8,North,2023-03-28
1001523,Mouse,Office Supplies,139.04,5,East,2023-12-19
1001567,Mouse,Accessories,844.04,1,North,2023-10-02
1003843,Monitor,Office Supplies,646.3,8,North,2023-06-24
1003173,Keyboard,Office Supplies,781.08,8,East,2023-12-05
1000301,Smartphone,Accessories,911.78,3,South,2023-11-17
1000324,Laptop,Electronics,1090.05,9,North,2023-09-20
1001361,Mouse,Accessories,205.89,1,East,2023-06-03
1001918,Smartphone,Office Supplies,1109.64,9,East,2023-10-24
1001166,Headphones,Electronics,170.89,2,South,2023-03-17
1003762,Smartphone,Accessories,1450.66,4,West,2023-05-26
1003696,Keyboard,Office Supplies,771.11,1,South,2023-11-02
1001752,Headphones,Office Supplies,1483.13,4,East,2023-03-30
1002963,Keyboard,Office Supplies,1237.86,9,East,2023-04-04
1002226,Smartphone,Electronics,1376.32,7,South,2023-07-30
1001364,Smartphone,Electronics,511.51,9,West,2023-02-11
1000027,Printer,Accessories,510.93,8,West,2023-11-10
1001960,Keyboard,Accessories,783.52,3,North,2023-12-03
1003208,Smartphone,Electronics,671.39,1,North,2023-06-17
1002127,Mouse,Office Supplies,922.63,5,North,2023-05-08
1003883,Keyboard,Office Supplies,578.99,7,South,2023-07-26
1001419,Laptop,Electronics,341.36,8,North,2023-09-19
1000435,Smartphone,Electronics,552.74,1,South,2023-09-21
1003397,Keyboard,Office Supplies,352.64,7,South,2023-02-20
1000409,Smartphone,Accessories,1219.04,5,East,2023-09-17
1000320,Laptop,Office Supplies,698.22,3,South,2023-06-17
1001422,Mouse,Electronics,541.95,4,West,2023-09-07
1000885,Printer,Electronics,182.87,9,South,2023-07-27
1003225,Smartphone,Office Supplies,1460.38,7,East,2023-01-04
1003322,Smartphone,Office Supplies,1393.96,6,North,2023-06-18
1001391,Headphones,Electronics,924.74,7,East,2023-03-19
1004268,Smartphone,Accessories,705.29,3,South,2023-09-09
1000520,Laptop,Electronics,1365.7,6,East,2023-10-23
1001090,Headphones,Electronics,1405.7,6,North,2023-02-17
1004090,Headphones,Accessories,1243.76,5,North,2023-11-03
1000878,Keyboard,Office Supplies,1043.3,4,East,2023-11-20
1004193,Smartphone,Accessories,849.28,4,West,2023-03-05
1003007,Smartphone,Office Supplies,1038.57,1,South,2023-11-25
1001826,Printer,Accessories,1433.11,2,West,2023-09-26
1001209,Mouse,Accessories,1033.44,8,North,2023-03-29
1003363,Headphones,Accessories,1306.3,4,East,2023-05-06
1003540,Headphones,Electronics,356.8,7,East,2023-07-16
1003577,Keyboard,Electronics,1273.28,2,West,2023-01-02
1003022,Monitor,Accessories,601.26,9,West,2023-02-05
1001195,Smartphone,Electronics,553.43,9,North,2023-11-21
1000688,Laptop,Office Supplies,1158.53,3,East,2023-08-07
1001758,Keyboard,Electronics,1421.04,5,West,2023-09-13
1001524,Keyboard,Office Supplies,274.08,3,South,2023-09-21
1001249,Printer,Electronics,662.98,3,West,2023-03-07
1002084,Laptop,Electronics,677.29,2,East,2023-04-16
1002662,Laptop,Electronics,522.56,2,South,2023-10-01
1003808,Mouse,Accessories,90.97,3,East,2023-08-17
1003357,Keyboard,Office Supplies,718.58,2,South,2023-11-11
1003404,Headphones,Office Supplies,1490.66,3,North,2023-03-26
1000384,Headphones,Electronics,814.66,3,South,2023-07-20
1002542,Smartphone,Electronics,1227.63,6,North,2023-10-04
1004019,Smartphone,Office Supplies,957.44,8,East,2023-07-08
1002233,Headphones,Accessories,780.75,6,West,2023-03-26
1001669,Mouse,Office Supplies,1228.4,3,South,2023-12-19
1002677,Keyboard,Office Supplies,154.64,3,East,2023-10-23
1002363,Headphones,Office Supplies,1167.96,1,West,2023-07-25
1003079,Keyboard,Electronics,823.03,1,North,2023-04-29
1003164,Smartphone,Accessories,761.44,4,North,2023-04-05
1001586,Monitor,Electronics,153.93,9,East,2023-03-14
1000194,Laptop,Accessories,554.63,6,South,2023-02-13
1002893,Mouse,Office Supplies,961.08,2,South,2023-12-25
1004114,Laptop,Accessories,543.26,8,East,2023-01-29
1001188,Laptop,Electronics,1188.25,1,North,2023-08-31
1004074,Printer,Office Supplies,932.08,1,East,2023-10-01
1002693,Smartphone,Office Supplies,1467.58,5,West,2023-02-13
1001596,Monitor,Accessories,686.87,7,North,2023-03-06
1003736,Mouse,Office Supplies,733.4,3,East,2023-07-24
1004059,Headphones,Electronics,1189.01,1,North,2023-07-24
1000931,Laptop,Office Supplies,605.74,2,South,2023-02-01
1002045,Mouse,Accessories,1267.18,9,West,2023-07-10
1002257,Monitor,Office Supplies,1064.37,5,West,2023-10-03
1001185,Smartphone,Accessories,1225.07,4,South,2023-09-13
1001974,Mouse,Electronics,747.32,8,West,2023-01-11
1002561,Headphones,Electronics,414.16,9,North,2023-06-02
1000815,Mouse,Electronics,969.47,9,North,2023-12-12
1002619,Headphones,Office Supplies,53.38,1,East,2023-12-12
1000374,Printer,Electronics,195.43,9,South,2023-10-11
1001339,Smartphone,Accessories,429.53,4,North,2023-10-05
1001388,Printer,Office Supplies,102.7,7,West,2023-03-13
1004068,Headphones,Accessories,758.02,5,East,2023-02-18
1003088,Mouse,Accessories,375.2,6,West,2023-02-23
1001484,Monitor,Office Supplies,628.13,1,South,2023-02-06
1002264,Mouse,Electronics,609.16,5,East,2023-05-04
1002397,Keyboard,Accessories,937.29,3,South,2023-12-27
1001749,Printer,Electronics,1067.26,8,East,2023-12-21
1001530,Printer,Electronics,1006.08,7,West,2023-09-03
1004245,Smartphone,Accessories,253.99,5,East,2023-12-01
1003977,Mouse,Office Supplies,1410.43,6,South,2023-09-03
1003865,Printer,Accessories,610.67,5,North,2023-01-13
1001734,Monitor,Accessories,676.97,2,North,2023-02-14
1001204,Keyboard,Electronics,407.54,2,East,2023-12-06
1001316,Headphones,Accessories,450.99,2,East,2023-06-19
1003744,Keyboard,Electronics,1203.03,5,West,2023-12-31
1001728,Printer,Accessories,870.75,3,North,2023-04-09
1002330,Keyboard,Office Supplies,557.45,9,North,2023-01-07
1003505,Headphones,Electronics,1330.0,9,West,2023-01-01
1002721,Monitor,Accessories,668.35,8,East,2023-07-11
1003804,Laptop,Electronics,72.21,1,South,2023-11-04
1000608,Smartphone,Electronics,1027.64,9,South,2023-03-27
1002103,Laptop,Office Supplies,1080.43,1,South,2023-06-05
1003439,Headphones,Accessories,433.48,4,West,2023-02-02
1002989,Smartphone,Electronics,974.03,5,South,2023-12-23
1002070,Keyboard,Electronics,288.92,2,West,2023-12-15
1003760,Laptop,Accessories,573.24,5,West,2023-03-09
1000117,Laptop,Accessories,845.99,4,West,2023-05-14
1003174,Headphones,Office Supplies,731.77,3,West,2023-04-20
1001389,Laptop,Accessories,1367.33,6,North,2023-03-16
1003500,Printer,Accessories,261.24,9,East,2023-05-12
1002297,Mouse,Accessories,628.18,9,North,2023-02-10
1002321,Monitor,Electronics,1339.17,5,South,2023-05-09
1004279,Monitor,Electronics,1015.71,8,South,2023-03-19
1003480,Laptop,Accessories,181.87,3,West,2023-12-19
1003037,Headphones,Electronics,1376.43,1,North,2023-04-21
1001490,Keyboard,Electronics,217.14,5,East,2023-07-14
1000105,Laptop,Accessories,519.92,9,South,2023-10-26
1001378,Monitor,Electronics,1211.58,5,North,2023-02-06
1003171,Monitor,Electronics,839.27,3,South,2023-01-19
1001027,Printer,Office Supplies,223.26,8,North,2023-01-26
1003791,Monitor,Office Supplies,355.7,1,South,2023-03-20
1001526,Laptop,Office Supplies,1274.65,6,North,2023-06-13
1003446,Smartphone,Electronics,652.78,2,West,2023-05-11
1004052,Printer,Electronics,1000.9,5,South,2023-04-02
1003112,Monitor,Accessories,372.0,2,South,2023-05-21
1001146,Monitor,Accessories,416.86,3,East,2023-03-23
1001291,Headphones,Accessories,920.26,9,South,2023-08-03
1003676,Smartphone,Accessories,423.65,8,West,2023-01-09
1000379,Keyboard,Electronics,537.75,9,North,2023-07-15
1003560,Monitor,Accessories,387.05,9,South,2023-04-04
1001453,Printer,Office Supplies,343.01,1,North,2023-06-27
1002209,Smartphone,Electronics,147.51,4,West,2023-12-18
1000251,Headphones,Accessories,515.63,6,South,2023-09-25
1003154,Laptop,Electronics,785.86,3,West,2023-03-03
1004129,Keyboard,Electronics,175.75,4,East,2023-01-21
1002219,Monitor,Electronics,774.12,8,North,2023-09-06
1003894,Laptop,Office Supplies,451.76,1,South,2023-08-30
1000217,Laptop,Accessories,991.19,1,North,2023-10-25
1001466,Smartphone,Accessories,868.96,6,East,2023-01-31
1002941,Printer,Accessories,806.76,8,West,2023-07-20
1003526,Monitor,Office Supplies,817.26,5,East,2023-11-22
1001030,Smartphone,Accessories,616.91,3,South,2023-07-12
1000898,Keyboard,Accessories,380.73,9,North,2023-12-09
1001244,Headphones,Office Supplies,1102.13,4,East,2023-01-09
1002616,Smartphone,Office Supplies,1227.6,8,East,2023-02-14
1003366,Printer,Office Supplies,568.97,1,North,2023-04-04
1002134,Laptop,Office Supplies,715.37,6,South,2023-09-18
1001324,Keyboard,Office Supplies,575.93,7,South,2023-01-21
1000460,Headphones,Accessories,958.14,6,East,2023-04-19
1003455,Printer,Accessories,376.71,7,East,2023-07-07
1002685,Monitor,Accessories,304.69,2,West,2023-01-26
1003852,Smartphone,Accessories,1229.93,4,North,2023-08-25
1003643,Smartphone,Accessories,738.94,3,South,2023-05-05
1000226,Headphones,Office Supplies,82.95,1,West,2023-03-08
1004263,Headphones,Electronics,634.0,1,North,2023-09-21
1002953,Headphones,Accessories,656.63,6,East,2023-02-15
1000766,Mouse,Electronics,1094.55,3,South,2023-02-19
1000430,Mouse,Accessories,401.9,7,East,2023-09-29
1001234,Smartphone,Office Supplies,843.71,3,East,2023-11-20
1001646,Mouse,Electronics,1140.5,9,North,2023-11-25
1000344,Headphones,Accessories,720.05,1,East,2023-07-26
1002777,Mouse,Accessories,1239.44,8,North,2023-04-26
1004102,Mouse,Accessories,1464.07,4,North,2023-12-27
1003370,Printer,Office Supplies,402.3,6,West,2023-03-27
1001871,Monitor,Electronics,1218.26,5,North,2023-05-31
1001926,Monitor,Accessories,1182.36,5,East,2023-05-29
1003157,Headphones,Accessories,669.84,1,West,2023-10-10
1001837,Monitor,Electronics,1138.74,8,East,2023-05-03
1002316,Smartphone,Office Supplies,1346.53,9,East,2023-04-25
1003424,Mouse,Electronics,84.04,7,West,2023-10-30
1001242,Laptop,Office Supplies,730.36,7,South,2023-01-25
1002591,Smartphone,Office Supplies,1444.11,9,South,2023-04-17
1003561,Laptop,Office Supplies,403.61,3,East,2023-07-05
1003824,Laptop,Accessories,461.2,8,South,2023-03-05
1004084,Printer,Office Supplies,1409.21,8,West,2023-08-31
1001093,Keyboard,Office Supplies,242.57,4,North,2023-03-09
1002609,Mouse,Electronics,723.95,8,West,2023-05-07
1004226,Headphones,Office Supplies,1463.94,4,East,2023-06-24
1003309,Mouse,Electronics,1007.02,5,West,2023-02-15
1000254,Monitor,Office Supplies,975.25,7,East,2023-04-09
1001725,Printer,Accessories,67.98,7,South,2023-06-07
1000773,Headphones,Office Supplies,404.7,8,West,2023-06-23
1002260,Smartphone,Electronics,547.9,8,East,2023-12-20
1001789,Printer,Accessories,483.49,3,North,2023-03-07
1001794,Laptop,Accessories,1234.62,1,East,2023-06-07
1004016,Mouse,Office Supplies,411.93,2,East,2023-01-16
1002803,Headphones,Office Supplies,634.45,3,North,2023-10-27
1001689,Smartphone,Electronics,547.2,1,East,2023-10-29
1002471,Mouse,Office Supplies,718.46,7,West,2023-05-05
1001569,Printer,Office Supplies,1134.19,1,West,2023-09-23
1000248,Laptop,Office Supplies,72.1,4,South,2023-09-10
1000146,Smartphone,Office Supplies,548.33,6,East,2023-03-13
1000749,Monitor,Office Supplies,1344.56,2,East,2023-01-11
1002039,Smartphone,Electronics,1414.84,3,South,2023-02-05
1004266,Printer,Accessories,1459.19,7,West,2023-10-11
1001732,Smartphone,Office Supplies,650.91,5,South,2023-11-16
1000596,Mouse,Office Supplies,1337.26,1,East,2023-05-02
1001013,Headphones,Office Supplies,476.03,7,North,2023-03-06
1000915,Headphones,Electronics,893.19,8,North,2023-04-20
1003723,Mouse,Electronics,1290.86,7,East,2023-10-19
1000514,Smartphone,Electronics,633.87,6,West,2023-12-19
1004191,Keyboard,Electronics,889.52,9,North,2023-06-28
1001058,Headphones,Office Supplies,592.31,7,South,2023-01-21
1001197,Smartphone,Office Supplies,1308.52,2,North,2023-04-18
1001883,Headphones,Electronics,1024.06,4,East,2023-10-29
1001128,Laptop,Electronics,151.64,5,North,2023-07-17
1001342,Printer,Office Supplies,1327.53,5,West,2023-09-06
1000115,Printer,Office Supplies,1215.06,3,North,2023-12-07
1003099,Printer,Electronics,1149.2,2,East,2023-12-30
1001778,Keyboard,Accessories,495.12,2,West,2023-06-09
1000702,Keyboard,Electronics,985.17,5,East,2023-01-15
1003543,Smartphone,Electronics,288.57,9,East,2023-03-21
1004042,Laptop,Office Supplies,421.32,4,West,2023-11-18
1001875,Monitor,Electronics,395.01,6,North,2023-08-08
1000415,Laptop,Office Supplies,711.28,5,East,2023-05-12
1002236,Headphones,Electronics,370.19,8,North,2023-04-05
1000012,Smartphone,Electronics,941.98,5,North,2023-08-05
1003061,Laptop,Electronics,1249.66,7,South,2023-07-27
1003328,Laptop,Electronics,69.99,4,South,2023-02-06
1002572,Smartphone,Office Supplies,810.03,1,West,2023-08-05
1000940,Headphones,Electronics,1130.85,3,North,2023-03-08
1001075,Monitor,Office Supplies,1495.39,3,East,2023-12-29
1001933,Keyboard,Office Supplies,392.85,2,East,2023-03-19
1000357,Keyboard,Office Supplies,481.97,6,North,2023-03-05
1001653,Headphones,Office Supplies,238.91,6,North,2023-01-28
1002409,Mouse,Accessories,1197.15,8,South,2023-09-19
1003014,Printer,Office Supplies,752.29,4,West,2023-04-01
1003871,Keyboard,Office Supplies,916.64,8,East,2023-08-27
1004317,Printer,Accessories,872.83,6,South,2023-05-15
1001350,Printer,Electronics,370.63,8,North,2023-08-01
1000607,Printer,Office Supplies,194.65,9,South,2023-03-10
1000260,Monitor,Accessories,390.78,4,West,2023-05-28
1001341,Laptop,Office Supplies,392.36,3,East,2023-08-10
1001604,Mouse,Electronics,1461.34,4,East,2023-08-10
1001205,Headphones,Office Supplies,1311.62,6,West,2023-04-03
1004139,Mouse,Electronics,107.88,8,West,2023-05-08
1003300,Monitor,Accessories,279.6,9,West,2023-03-19
1003930,Smartphone,Office Supplies,655.1,3,West,2023-12-09
1002041,Keyboard,Electronics,774.18,4,South,2023-12-23
1000760,Keyboard,Office Supplies,954.26,6,North,2023-03-23
1001004,Smartphone,Office Supplies,317.08,2,South,2023-05-10
1001605,Laptop,Accessories,418.14,2,West,2023-12-05
1000487,Printer,Electronics,787.4,2,East,2023-04-30
1002549,Smartphone,Accessories,147.79,9,West,2023-12-31
1004043,Mouse,Office Supplies,384.43,6,West,2023-07-03
1004203,Keyboard,Accessories,1406.47,1,North,2023-06-02
1000535,Printer,Accessories,763.22,1,North,2023-05-13
1001179,Monitor,Electronics,643.0,7,East,2023-03-21
1002343,Printer,Accessories,743.67,2,West,2023-02-13
1002393,Smartphone,Office Supplies,805.25,9,North,2023-06-23
1000932,Printer,Accessories,670.73,3,North,2023-02-21
1002728,Printer,Accessories,158.77,3,East,2023-07-11
1004393,Headphones,Electronics,792.23,1,West,2023-07-29
1004075,Keyboard,Accessories,524.11,7,South,2023-02-20
1000447,Laptop,Electronics,910.3,7,West,2023-03-21
1000643,Mouse,Accessories,613.89,3,South,2023-05-10
1000814,Monitor,Accessories,1052.12,1,West,2023-10-21
1002429,Smartphone,Office Supplies,1304.71,4,East,2023-08-15
1004085,Monitor,Accessories,716.09,8,West,2023-04-16
1000407,Headphones,Electronics,1207.61,4,West,2023-10-19
1002276,Smartphone,Electronics,992.38,7,South,2023-09-20
1000727,Keyboard,Office Supplies,794.78,8,North,2023-08-27
1003045,Keyboard,Office Supplies,839.22,2,North,2023-06-26
1001009,Monitor,Accessories,978.39,7,North,2023-11-14
1001132,Mouse,Office Supplies,477.6,5,West,2023-08-23
1001172,Keyboard,Office Supplies,89.1,2,South,2023-01-31
1004217,Printer,Office Supplies,706.71,3,East,2023-03-29
1003065,Mouse,Electronics,717.34,4,North,2023-05-02
1001427,Printer,Electronics,77.84,5,North,2023-12-26
1003870,Headphones,Electronics,872.84,6,North,2023-12-21
1001218,Laptop,Office Supplies,1261.61,1,East,2023-09-01
1001052,Headphones,Electronics,1208.54,8,East,2023-07-07
1002707,Laptop,Accessories,1258.11,1,North,2023-02-06
1001958,Headphones,Electronics,950.43,7,South,2023-06-29
1002328,Headphones,Accessories,964.74,7,East,2023-05-28
1003295,Printer,Accessories,740.62,8,West,2023-11-24
1002313,Smartphone,Accessories,1242.71,2,West,2023-10-17
1001510,Mouse,Electronics,1070.59,6,North,2023-02-03
1001049,Headphones,Office Supplies,1232.8,9,South,2023-07-21
1000686,Printer,Electronics,483.05,5,West,2023-01-09
1004351,Monitor,Electronics,1444.36,1,East,2023-03-15
1000989,Smartphone,Electronics,675.27,3,East,2023-06-21
1004358,Keyboard,Accessories,385.3,3,West,2023-12-15
1002576,Smartphone,Electronics,88.79,2,North,2023-06-14
1004302,Laptop,Accessories,401.59,6,North,2023-03-30
1003124,Mouse,Electronics,334.58,8,North,2023-06-11
1001395,Monitor,Accessories,118.78,1,West,2023-07-23
1002889,Keyboard,Accessories,640.02,7,North,2023-03-01
1002444,Smartphone,Electronics,456.2,1,South,2023-12-20
1002580,Monitor,Office Supplies,88.76,9,South,2023-08-30
1003961,Monitor,Accessories,436.27,3,North,2023-02-07
1001258,Smartphone,Accessories,1326.79,4,North,2023-07-01
1002399,Headphones,Accessories,196.66,8,North,2023-12-06
1000135,Keyboard,Accessories,1023.1,8,West,2023-10-15
1002138,Smartphone,Electronics,765.06,2,East,2023-04-16
1000528,Monitor,Electronics,1366.85,8,East,2023-10-18
1004057,Keyboard,Electronics,1175.4,4,South,2023-05-20
1004211,Laptop,Office Supplies,538.25,5,South,2023-03-21
1000764,Mouse,Accessories,384.85,4,East,2023-05-13
1000717,Keyboard,Office Supplies,1023.25,9,West,2023-09-02
1000213,Printer,Electronics,1463.25,5,South,2023-06-25
1001715,Smartphone,Electronics,717.7,6,East,2023-07-12
1002390,Keyboard,Office Supplies,624.68,6,North,2023-08-16
1004277,Mouse,Accessories,1131.26,6,West,2023-05-02
1002495,Headphones,Accessories,748.72,3,East,2023-04-14
1000287,Printer,Electronics,991.94,7,West,2023-12-22
1002964,Headphones,Accessories,121.39,2,South,2023-02-18
1003098,Headphones,Accessories,675.79,4,South,2023-01-26
1003964,Smartphone,Electronics,982.41,7,East,2023-09-13
1001448,Mouse,Office Supplies,1271.47,1,South,2023-12-30
1000521,Headphones,Accessories,1148.8,8,West,2023-01-24
1003127,Headphones,Electronics,98.29,6,South,2023-03-26
1003277,Monitor,Electronics,1151.41,5,West,2023-09-01
1002715,Keyboard,Electronics,1160.83,5,East,2023-06-20
1003317,Printer,Accessories,801.21,5,North,2023-10-05
1002996,Monitor,Office Supplies,382.31,1,North,2023-11-01
1003821,Keyboard,Office Supplies,1372.64,9,East,2023-07-18
1003609,Mouse,Accessories,575.08,3,East,2023-08-08
1002279,Smartphone,Office Supplies,668.71,7,East,2023-07-13
1001618,Keyboard,Office Supplies,644.5,9,East,2023-09-20
1003716,Mouse,Electronics,61.23,8,South,2023-02-12
1003902,Laptop,Electronics,1396.44,7,South,2023-02-07
1003412,Smartphone,Office Supplies,425.9,8,South,2023-02-16
1002563,Smartphone,Office Supplies,1229.51,9,South,2023-05-29
1004174,Mouse,Office Supplies,715.09,2,West,2023-10-11
1001095,Mouse,Office Supplies,745.24,6,North,2023-06-16
1003857,Printer,Accessories,790.9,7,South,2023-07-23
1003180,Keyboard,Electronics,248.55,8,South,2023-05-14
1002900,Headphones,Accessories,1115.17,5,North,2023-05-03
1002837,Mouse,Electronics,709.73,9,West,2023-05-16
1002395,Keyboard,Office Supplies,848.42,8,East,2023-08-15
1002065,Headphones,Accessories,404.39,3,South,2023-10-07
1003053,Monitor,Electronics,942.72,6,North,2023-05-09
1000102,Keyboard,Office Supplies,65.08,4,East,2023-12-25
1002915,Headphones,Office Supplies,209.39,3,North,2023-04-20
1002418,Printer,Electronics,823.92,1,South,2023-10-08
1002133,Laptop,Accessories,1438.28,1,North,2023-01-03
1001843,Keyboard,Accessories,954.29,3,West,2023-07-12
1002507,Monitor,Office Supplies,434.28,2,West,2023-02-16
1000274,Keyboard,Office Supplies,623.64,6,West,2023-03-16
1000559,Keyboard,Office Supplies,1144.43,8,South,2023-01-04
1002141,Headphones,Office Supplies,459.51,4,North,2023-01-06
1001803,Keyboard,Office Supplies,497.28,6,West,2023-05-16
1002883,Smartphone,Office Supplies,393.59,9,South,2023-11-01
1002566,Keyboard,Office Supplies,266.99,7,West,2023-11-14
1003792,Printer,Accessories,1369.77,7,West,2023-10-07
1002267,Smartphone,Accessories,1043.68,8,West,2023-06-01
1000086,Mouse,Office Supplies,1021.85,4,North,2023-01-17
1002738,Headphones,Accessories,1483.56,4,East,2023-04-12
1000298,Printer,Electronics,380.39,1,South,2023-08-27
1002218,Mouse,Electronics,727.26,1,East,2023-03-30
1001411,Headphones,Accessories,367.61,1,West,2023-12-26
1004053,Printer,Accessories,73.44,1,West,2023-05-27
1000339,Keyboard,Electronics,1060.22,2,North,2023-08-28
1003941,Smartphone,Electronics,207.75,5,East,2023-06-26
1002895,Printer,Accessories,314.45,9,North,2023-03-02
1001983,Headphones,Accessories,336.07,7,South,2023-12-27
1003979,Mouse,Accessories,1169.83,7,North,2023-12-29
1001321,Smartphone,Accessories,160.58,9,South,2023-12-18
1004060,Headphones,Office Supplies,1114.59,7,South,2023-02-13
1004338,Smartphone,Accessories,224.2,8,North,2023-08-11
1002897,Keyboard,Office Supplies,469.16,9,West,2023-03-06
1002249,Monitor,Electronics,578.13,8,West,2023-09-17
1000924,Monitor,Electronics,1308.52,3,South,2023-06-25
1003307,Keyboard,Electronics,867.85,9,South,2023-07-07
1003188,Headphones,Electronics,616.35,8,East,2023-11-24
1004172,Keyboard,Electronics,1258.27,5,West,2023-05-18
1000283,Headphones,Electronics,644.19,9,East,2023-01-26
1000897,Smartphone,Office Supplies,839.4,9,South,2023-10-26
1000372,Monitor,Accessories,1243.86,2,West,2023-01-06
1002153,Smartphone,Accessories,466.55,6,South,2023-05-08
1004225,Monitor,Accessories,759.63,5,East,2023-04-27
1002518,Mouse,Accessories,122.37,3,South,2023-01-22
1002639,Headphones,Office Supplies,1401.39,5,North,2023-05-13
1000930,Laptop,Electronics,466.02,5,South,2023-12-19
1001401,Headphones,Electronics,756.63,7,South,2023-10-21
1000935,Headphones,Office Supplies,938.42,7,West,2023-10-21
1003046,Headphones,Electronics,504.11,2,West,2023-11-27
1001516,Laptop,Accessories,60.61,4,East,2023-04-30
1003635,Headphones,Office Supplies,1347.29,4,East,2023-02-19
1004274,Smartphone,Accessories,1443.68,7,South,2023-12-28
1003646,Monitor,Accessories,854.66,7,North,2023-07-31
1003915,Headphones,Office Supplies,379.01,2,North,2023-11-13
1004083,Smartphone,Accessories,506.9,4,East,2023-01-30
1001791,Printer,Electronics,206.3,4,West,2023-08-19
1004136,Mouse,Office Supplies,156.5,4,North,2023-06-23
1002368,Smartphone,Office Supplies,801.59,7,West,2023-01-23
1001701,Headphones,Accessories,135.99,2,North,2023-01-25
1003567,Laptop,Accessories,197.86,1,North,2023-02-15
1001863,Smartphone,Office Supplies,371.66,6,East,2023-12-16
